 satisfaccion , evaluacion ,numero_proyecto, horas_mensuales , antiguedad_empresa ,accidentes,promocionado,departamento,nivel_salario,abandono
 0.76 , 0.89 ,4, 181.00 , 3.00 ,0,0,IT,bajo,No
 0.59 , 0.42 ,3, 196.00 , 3.00 ,0,0,producto,bajo,No
 0.50 , 0.54 ,3, 254.00 , 2.00 ,0,0,producto,bajo,No
 0.55 , 0.55 ,4, 191.00 , 4.00 ,0,0,producto,bajo,No
 0.92 , 0.53 ,3, 238.00 , 2.00 ,0,0,producto,bajo,No
 0.80 , 0.51 ,5, 196.00 , 3.00 ,0,0,IT,bajo,No
 0.93 , 0.66 ,4, 228.00 , 3.00 ,0,0,laboratorio,bajo,No
 0.67 , 0.57 ,4, 165.00 , 3.00 ,0,0,laboratorio,bajo,No
 0.78 , 0.55 ,3, 144.00 , 2.00 ,0,0,laboratorio,bajo,No
 0.61 , 0.70 ,4, 243.00 , 3.00 ,0,0,laboratorio,bajo,No
 0.74 , 0.84 ,3, 206.00 , 3.00 ,0,0,laboratorio,bajo,No
 0.50 , 0.49 ,3, 180.00 , 3.00 ,1,0,marketing,bajo,No
 0.84 , 0.96 ,3, 161.00 , 2.00 ,1,0,ventas,bajo,No
 0.89 , 0.55 ,4, 196.00 , 2.00 ,0,0,contabilidad,intermedio,No
 0.77 , 0.89 ,5, 152.00 , 3.00 ,0,0,soporte,intermedio,No
 0.64 , 0.71 ,3, 231.00 , 4.00 ,0,0,tecnico,intermedio,No
 0.77 , 0.89 ,2, 215.00 , 5.00 ,1,0,gerencia,intermedio,No
 0.74 , 0.58 ,4, 233.00 , 4.00 ,0,0,marketing,intermedio,No
 0.88 , 0.96 ,4, 155.00 , 2.00 ,0,0,marketing,intermedio,No
 0.88 , 0.96 ,5, 182.00 , 4.00 ,1,0,marketing,intermedio,No
 0.89 , 0.88 ,3, 165.00 , 4.00 ,0,0,ventas,intermedio,No
 0.74 , 0.59 ,2, 257.00 , 4.00 ,1,0,ventas,intermedio,No
 0.63 , 0.74 ,4, 155.00 , 2.00 ,0,0,ventas,intermedio,No
 0.63 , 0.80 ,4, 243.00 , 2.00 ,0,0,ventas,intermedio,No
 0.68 , 0.92 ,2, 184.00 , 4.00 ,0,0,ventas,intermedio,No
 0.14 , 0.81 ,4, 138.00 , 3.00 ,1,0,ventas,alto,No
 0.86 , 0.94 ,5, 209.00 , 4.00 ,0,0,ventas,bajo,No
 0.73 , 0.53 ,3, 205.00 , 2.00 ,0,0,ventas,intermedio,No
 0.57 , 0.56 ,3, 191.00 , 3.00 ,0,0,ventas,intermedio,No
 0.97 , 0.75 ,5, 270.00 , 3.00 ,1,0,ventas,intermedio,No
 0.67 , 0.36 ,4, 97.00 , 4.00 ,0,0,ventas,intermedio,No
 0.89 , 0.74 ,4, 174.00 , 2.00 ,0,0,ventas,bajo,No
 0.80 , 0.96 ,5, 124.00 , 3.00 ,0,0,ventas,bajo,No
 0.30 , 0.51 ,2, 178.00 , 3.00 ,0,0,ventas,bajo,No
 0.14 , 0.73 ,5, 266.00 , 6.00 ,0,0,ventas,bajo,No
 0.91 , 0.80 ,4, 181.00 , 3.00 ,0,0,ventas,bajo,No
 0.49 , 0.81 ,4, 233.00 , 3.00 ,0,0,ventas,bajo,No
 0.57 , 0.68 ,3, 254.00 , 4.00 ,0,0,ventas,bajo,No
 0.59 , 0.62 ,3, 219.00 , 3.00 ,0,0,ventas,bajo,No
 0.50 , 0.70 ,5, 166.00 , 2.00 ,0,0,contabilidad,bajo,No
 0.69 , 0.97 ,3, 158.00 , 2.00 ,0,0,contabilidad,bajo,No
 0.81 , 0.68 ,3, 151.00 , 3.00 ,0,0,contabilidad,bajo,No
 0.79 , 0.82 ,3, 98.00 , 3.00 ,1,0,recursos_humanos,bajo,No
 0.55 , 0.91 ,4, 187.00 , 4.00 ,1,0,recursos_humanos,bajo,No
 0.92 , 0.62 ,4, 266.00 , 2.00 ,0,0,recursos_humanos,bajo,No
 0.94 , 0.59 ,5, 250.00 , 3.00 ,0,0,recursos_humanos,bajo,No
 0.67 , 0.55 ,5, 193.00 , 3.00 ,0,0,tecnico,bajo,No
 0.53 , 0.92 ,4, 223.00 , 3.00 ,1,0,tecnico,bajo,No
 0.77 , 0.59 ,5, 189.00 , 5.00 ,0,0,tecnico,bajo,No
 0.57 , 0.82 ,5, 138.00 , 3.00 ,0,0,tecnico,bajo,No
 0.64 , 0.97 ,4, 268.00 , 2.00 ,0,0,tecnico,bajo,No
 0.35 , 1.00 ,6, 186.00 , 2.00 ,0,0,tecnico,bajo,No
 0.66 , 0.71 ,3, 136.00 , 3.00 ,1,0,tecnico,intermedio,No
 0.59 , 0.84 ,4, 245.00 , 3.00 ,0,0,tecnico,intermedio,No
 0.49 , 0.93 ,4, 184.00 , 3.00 ,0,0,tecnico,intermedio,No
 0.91 , 0.99 ,5, 152.00 , 3.00 ,0,0,tecnico,intermedio,No
 0.12 , 0.60 ,2, 194.00 , 4.00 ,0,0,tecnico,intermedio,No
 0.74 , 0.68 ,3, 242.00 , 5.00 ,1,0,soporte,intermedio,No
 0.84 , 0.94 ,4, 246.00 , 2.00 ,1,0,soporte,intermedio,No
 0.51 , 0.99 ,4, 211.00 , 3.00 ,0,0,soporte,intermedio,No
 0.94 , 0.71 ,4, 189.00 , 3.00 ,0,0,soporte,intermedio,No
 0.74 , 0.66 ,3, 254.00 , 2.00 ,0,0,soporte,intermedio,No
 0.52 , 0.54 ,5, 239.00 , 3.00 ,0,0,soporte,intermedio,No
 0.31 , 0.92 ,4, 133.00 , 6.00 ,0,0,soporte,intermedio,No
 0.72 , 0.59 ,3, 255.00 , 2.00 ,0,0,soporte,alto,No
 0.92 , 1.00 ,3, 212.00 , 2.00 ,0,0,soporte,bajo,No
 0.56 , 0.64 ,3, 270.00 , 3.00 ,0,0,soporte,intermedio,No
 0.76 , 0.45 ,5, 177.00 , 6.00 ,0,0,soporte,intermedio,No
 0.59 , 0.90 ,4, 261.00 , 4.00 ,0,0,tecnico,intermedio,No
 0.50 , 0.74 ,3, 220.00 , 3.00 ,0,0,tecnico,intermedio,No
 0.88 , 0.72 ,2, 144.00 , 4.00 ,1,0,tecnico,bajo,No
 0.86 , 0.49 ,4, 274.00 , 2.00 ,0,0,gerencia,bajo,No
 0.66 , 0.99 ,4, 195.00 , 3.00 ,0,0,IT,bajo,No
 0.70 , 0.69 ,4, 158.00 , 3.00 ,0,0,IT,bajo,No
 0.98 , 0.93 ,5, 145.00 , 4.00 ,0,0,IT,bajo,No
 0.61 , 0.73 ,3, 165.00 , 3.00 ,1,0,IT,bajo,No
 0.57 , 0.66 ,4, 270.00 , 2.00 ,0,0,IT,bajo,No
 0.84 , 0.91 ,5, 208.00 , 3.00 ,0,0,producto,bajo,No
 0.76 , 0.40 ,2, 245.00 , 5.00 ,0,0,producto,intermedio,No
 0.64 , 0.99 ,4, 180.00 , 4.00 ,0,0,producto,intermedio,No
 0.87 , 0.70 ,5, 225.00 , 3.00 ,0,0,producto,intermedio,No
 0.62 , 0.69 ,3, 261.00 , 2.00 ,0,0,IT,intermedio,No
 0.16 , 0.99 ,3, 213.00 , 6.00 ,1,1,laboratorio,intermedio,No
 0.83 , 0.87 ,3, 230.00 , 3.00 ,0,1,laboratorio,intermedio,No
 0.36 , 0.59 ,2, 198.00 , 2.00 ,0,1,laboratorio,intermedio,No
 0.47 , 0.51 ,6, 190.00 , 5.00 ,0,1,laboratorio,intermedio,No
 0.54 , 0.51 ,4, 137.00 , 4.00 ,0,1,laboratorio,intermedio,No
 0.83 , 0.83 ,3, 186.00 , 3.00 ,1,1,marketing,intermedio,No
 0.96 , 0.68 ,4, 137.00 , 2.00 ,0,1,ventas,intermedio,No
 0.91 , 0.74 ,5, 192.00 , 3.00 ,0,1,contabilidad,intermedio,No
 0.56 , 0.59 ,4, 164.00 , 3.00 ,0,1,soporte,intermedio,No
 0.73 , 0.66 ,6, 195.00 , 3.00 ,0,1,tecnico,intermedio,No
 0.97 , 0.63 ,4, 151.00 , 3.00 ,0,1,gerencia,intermedio,No
 0.75 , 0.74 ,5, 231.00 , 3.00 ,0,1,marketing,intermedio,No
 0.49 , 0.76 ,3, 257.00 , 2.00 ,1,0,marketing,intermedio,No
 0.57 , 0.94 ,4, 257.00 , 3.00 ,0,0,marketing,intermedio,No
 0.41 , 0.58 ,5, 274.00 , 2.00 ,1,0,ventas,intermedio,No
 0.53 , 0.70 ,3, 138.00 , 2.00 ,0,0,ventas,intermedio,No
 0.93 , 0.60 ,4, 184.00 , 3.00 ,0,0,ventas,intermedio,No
 0.58 , 0.90 ,3, 151.00 , 3.00 ,0,0,ventas,intermedio,No
 0.60 , 0.54 ,3, 265.00 , 3.00 ,1,0,ventas,intermedio,No
 0.74 , 0.80 ,4, 241.00 , 2.00 ,0,0,ventas,intermedio,No
 0.62 , 0.52 ,3, 148.00 , 3.00 ,0,0,ventas,intermedio,No
 0.70 , 0.76 ,5, 165.00 , 3.00 ,0,0,ventas,intermedio,No
 0.93 , 0.75 ,3, 243.00 , 2.00 ,0,0,ventas,intermedio,No
 0.75 , 0.90 ,4, 197.00 , 2.00 ,0,0,ventas,intermedio,No
 0.95 , 0.48 ,5, 214.00 , 6.00 ,1,1,ventas,intermedio,No
 0.43 , 0.98 ,4, 164.00 , 3.00 ,0,1,ventas,intermedio,No
 0.77 , 0.58 ,4, 243.00 , 4.00 ,1,1,ventas,intermedio,No
 0.67 , 1.00 ,4, 145.00 , 3.00 ,1,1,ventas,intermedio,No
 0.51 , 0.72 ,4, 163.00 , 4.00 ,0,1,ventas,intermedio,No
 0.94 , 0.53 ,5, 257.00 , 2.00 ,0,1,ventas,intermedio,No
 0.90 , 0.85 ,3, 253.00 , 3.00 ,0,0,ventas,intermedio,No
 0.80 , 0.78 ,4, 234.00 , 3.00 ,0,0,ventas,intermedio,No
 0.34 , 0.89 ,5, 266.00 , 6.00 ,0,0,ventas,intermedio,No
 0.45 , 0.53 ,3, 181.00 , 4.00 ,1,0,contabilidad,bajo,No
 0.97 , 0.66 ,4, 193.00 , 4.00 ,0,0,contabilidad,bajo,No
 0.50 , 0.48 ,3, 163.00 , 4.00 ,0,0,contabilidad,bajo,No
 0.89 , 0.62 ,5, 144.00 , 2.00 ,0,0,recursos_humanos,bajo,No
 0.76 , 0.50 ,4, 245.00 , 3.00 ,0,0,recursos_humanos,bajo,No
 0.66 , 0.84 ,4, 197.00 , 2.00 ,0,0,recursos_humanos,bajo,No
 0.74 , 0.63 ,3, 180.00 , 2.00 ,0,0,recursos_humanos,bajo,No
 0.69 , 0.74 ,4, 237.00 , 3.00 ,0,0,tecnico,bajo,No
 0.59 , 0.57 ,2, 170.00 , 3.00 ,0,0,tecnico,bajo,No
 1.00 , 0.85 ,3, 150.00 , 3.00 ,0,0,tecnico,bajo,No
 0.61 , 0.75 ,2, 100.00 , 4.00 ,0,0,tecnico,bajo,No
 0.98 , 0.42 ,5, 226.00 , 3.00 ,0,0,tecnico,bajo,No
 0.59 , 0.71 ,5, 222.00 , 3.00 ,0,0,tecnico,bajo,No
 0.22 , 0.69 ,4, 182.00 , 6.00 ,0,0,tecnico,bajo,No
 0.71 , 0.95 ,3, 150.00 , 2.00 ,0,0,tecnico,bajo,No
 0.86 , 0.53 ,4, 244.00 , 3.00 ,0,0,tecnico,intermedio,No
 0.65 , 0.59 ,5, 271.00 , 3.00 ,0,0,tecnico,intermedio,No
 0.93 , 0.67 ,5, 167.00 , 3.00 ,0,0,tecnico,intermedio,No
 0.49 , 0.69 ,2, 128.00 , 2.00 ,0,0,soporte,intermedio,No
 0.78 , 0.77 ,3, 149.00 , 4.00 ,1,0,soporte,intermedio,No
 0.62 , 0.70 ,4, 141.00 , 4.00 ,0,0,soporte,intermedio,No
 0.72 , 0.63 ,3, 149.00 , 2.00 ,0,0,soporte,intermedio,No
 0.70 , 0.56 ,4, 107.00 , 6.00 ,0,0,soporte,intermedio,No
 0.54 , 0.93 ,5, 189.00 , 2.00 ,0,0,soporte,intermedio,No
 0.61 , 0.95 ,4, 169.00 , 4.00 ,0,0,soporte,intermedio,No
 0.84 , 0.95 ,4, 208.00 , 3.00 ,1,0,soporte,intermedio,No
 0.80 , 0.58 ,3, 197.00 , 3.00 ,0,0,soporte,intermedio,No
 0.58 , 0.50 ,4, 225.00 , 3.00 ,0,0,soporte,alto,No
 0.97 , 0.87 ,2, 175.00 , 6.00 ,0,0,soporte,alto,No
 0.92 , 0.55 ,3, 172.00 , 2.00 ,0,0,tecnico,alto,No
 0.96 , 0.51 ,3, 237.00 , 4.00 ,0,0,tecnico,alto,No
 0.73 , 0.87 ,4, 155.00 , 3.00 ,1,0,tecnico,alto,No
 0.73 , 0.71 ,4, 148.00 , 3.00 ,0,0,gerencia,alto,No
 0.53 , 0.83 ,4, 246.00 , 3.00 ,0,0,IT,alto,No
 0.17 , 0.82 ,5, 193.00 , 5.00 ,0,0,IT,alto,No
 0.75 , 0.76 ,5, 175.00 , 4.00 ,0,0,IT,bajo,No
 0.76 , 0.44 ,3, 121.00 , 4.00 ,0,0,IT,bajo,No
 0.76 , 0.77 ,4, 223.00 , 3.00 ,0,0,IT,bajo,No
 0.92 , 0.55 ,3, 259.00 , 3.00 ,0,0,producto,bajo,No
 0.82 , 0.88 ,4, 171.00 , 2.00 ,0,0,producto,bajo,No
 0.38 , 0.50 ,2, 170.00 , 3.00 ,0,0,producto,bajo,No
 0.49 , 0.72 ,4, 246.00 , 3.00 ,0,0,producto,bajo,No
 0.53 , 0.80 ,3, 175.00 , 3.00 ,0,0,IT,bajo,No
 0.56 , 0.59 ,3, 185.00 , 2.00 ,0,0,laboratorio,intermedio,No
 0.69 , 0.98 ,3, 168.00 , 2.00 ,0,0,laboratorio,intermedio,No
 0.62 , 0.99 ,4, 171.00 , 3.00 ,0,0,laboratorio,intermedio,No
 0.71 , 0.76 ,3, 201.00 , 2.00 ,0,0,laboratorio,intermedio,No
 0.52 , 1.00 ,4, 148.00 , 3.00 ,0,0,laboratorio,intermedio,No
 0.20 , 0.53 ,6, 189.00 , 4.00 ,0,0,marketing,intermedio,No
 0.93 , 0.61 ,3, 166.00 , 3.00 ,0,0,ventas,intermedio,No
 0.74 , 0.81 ,4, 150.00 , 2.00 ,0,0,contabilidad,intermedio,No
 0.78 , 0.45 ,3, 253.00 , 6.00 ,0,1,soporte,intermedio,No
 0.85 , 0.79 ,3, 243.00 , 2.00 ,0,1,tecnico,intermedio,No
 0.79 , 0.56 ,5, 250.00 , 2.00 ,1,1,gerencia,intermedio,No
 0.92 , 0.91 ,3, 228.00 , 2.00 ,0,1,marketing,intermedio,No
 0.58 , 0.97 ,3, 186.00 , 3.00 ,0,1,marketing,intermedio,No
 0.68 , 0.72 ,3, 213.00 , 3.00 ,0,1,marketing,intermedio,No
 0.90 , 0.67 ,4, 233.00 , 3.00 ,0,1,ventas,intermedio,No
 0.67 , 0.71 ,5, 265.00 , 2.00 ,0,1,ventas,intermedio,No
 0.79 , 0.73 ,4, 226.00 , 3.00 ,0,0,ventas,intermedio,No
 0.23 , 0.48 ,5, 221.00 , 6.00 ,0,0,ventas,intermedio,No
 0.98 , 0.99 ,3, 253.00 , 4.00 ,0,0,ventas,intermedio,No
 0.80 , 0.75 ,3, 134.00 , 4.00 ,0,0,ventas,intermedio,No
 0.77 , 0.84 ,3, 188.00 , 4.00 ,0,0,ventas,intermedio,No
 1.00 , 0.91 ,3, 160.00 , 4.00 ,0,0,ventas,intermedio,No
 0.60 , 0.92 ,4, 164.00 , 4.00 ,0,0,ventas,intermedio,No
 0.49 , 0.54 ,6, 214.00 , 3.00 ,0,0,ventas,alto,No
 0.91 , 0.99 ,5, 228.00 , 4.00 ,1,0,ventas,bajo,No
 0.97 , 0.52 ,5, 149.00 , 3.00 ,1,0,ventas,intermedio,No
 0.71 , 0.76 ,3, 175.00 , 2.00 ,0,0,ventas,intermedio,No
 0.62 , 0.91 ,3, 195.00 , 3.00 ,0,0,ventas,intermedio,No
 0.61 , 0.92 ,3, 222.00 , 4.00 ,0,0,ventas,intermedio,No
 0.21 , 0.60 ,5, 249.00 , 4.00 ,0,0,ventas,intermedio,No
 0.64 , 0.97 ,2, 226.00 , 3.00 ,1,0,ventas,intermedio,No
 0.61 , 0.65 ,2, 117.00 , 2.00 ,1,0,ventas,intermedio,No
 0.58 , 0.75 ,4, 255.00 , 3.00 ,0,0,ventas,intermedio,No
 0.41 , 0.90 ,6, 155.00 , 2.00 ,0,0,contabilidad,intermedio,No
 0.98 , 0.73 ,5, 185.00 , 3.00 ,0,0,contabilidad,intermedio,No
 0.50 , 0.88 ,4, 275.00 , 5.00 ,0,0,contabilidad,bajo,No
 0.98 , 0.61 ,3, 226.00 , 2.00 ,0,0,recursos_humanos,bajo,No
 0.40 , 0.85 ,4, 198.00 , 2.00 ,0,0,recursos_humanos,bajo,No
 0.63 , 0.92 ,2, 198.00 , 2.00 ,0,0,recursos_humanos,bajo,No
 0.75 , 0.53 ,4, 251.00 , 3.00 ,0,0,recursos_humanos,bajo,No
 0.82 , 0.84 ,3, 237.00 , 2.00 ,0,0,tecnico,bajo,No
 0.55 , 0.62 ,5, 197.00 , 2.00 ,0,0,tecnico,bajo,No
 0.44 , 0.36 ,2, 136.00 , 3.00 ,0,0,tecnico,alto,No
 0.92 , 0.88 ,3, 184.00 , 3.00 ,1,0,tecnico,bajo,No
 0.57 , 0.56 ,2, 159.00 , 3.00 ,0,0,tecnico,alto,No
 0.73 , 0.86 ,4, 133.00 , 3.00 ,0,0,tecnico,alto,No
 0.82 , 0.92 ,5, 198.00 , 3.00 ,0,0,tecnico,bajo,No
 0.54 , 0.75 ,3, 260.00 , 2.00 ,0,0,tecnico,bajo,No
 0.64 , 0.95 ,3, 154.00 , 4.00 ,0,0,tecnico,alto,No
 0.99 , 0.76 ,4, 185.00 , 5.00 ,0,0,tecnico,bajo,No
 0.19 , 0.92 ,5, 193.00 , 6.00 ,0,0,tecnico,intermedio,No
 0.86 , 0.96 ,4, 167.00 , 3.00 ,0,0,soporte,alto,No
 0.65 , 0.66 ,5, 165.00 , 3.00 ,0,0,soporte,intermedio,No
 0.52 , 0.81 ,3, 253.00 , 2.00 ,0,0,soporte,intermedio,No
 0.85 , 0.49 ,4, 142.00 , 3.00 ,0,0,soporte,intermedio,No
 0.61 , 0.64 ,5, 186.00 , 4.00 ,0,0,soporte,intermedio,No
 0.77 , 0.57 ,4, 203.00 , 3.00 ,1,0,soporte,alto,No
 0.54 , 0.94 ,4, 217.00 , 2.00 ,0,0,soporte,intermedio,No
 0.76 , 0.74 ,4, 187.00 , 3.00 ,0,0,soporte,intermedio,No
 0.79 , 0.90 ,3, 152.00 , 4.00 ,0,0,soporte,intermedio,No
 0.89 , 0.93 ,5, 150.00 , 2.00 ,0,0,soporte,alto,No
 0.60 , 0.80 ,3, 191.00 , 2.00 ,0,0,soporte,intermedio,No
 0.51 , 0.58 ,4, 140.00 , 3.00 ,0,0,tecnico,alto,No
 0.20 , 0.72 ,5, 123.00 , 2.00 ,1,0,tecnico,bajo,No
 0.93 , 0.60 ,5, 170.00 , 2.00 ,0,0,tecnico,intermedio,No
 0.77 , 0.54 ,3, 227.00 , 4.00 ,0,0,gerencia,intermedio,No
 0.80 , 0.87 ,4, 220.00 , 2.00 ,0,0,IT,intermedio,No
 0.80 , 0.97 ,5, 258.00 , 3.00 ,0,0,IT,intermedio,No
 0.62 , 0.92 ,5, 149.00 , 3.00 ,0,0,IT,bajo,No
 0.79 , 0.72 ,4, 192.00 , 3.00 ,0,0,IT,bajo,No
 0.88 , 0.73 ,5, 267.00 , 3.00 ,0,0,IT,bajo,No
 0.96 , 0.73 ,5, 169.00 , 3.00 ,1,0,producto,bajo,No
 0.34 , 0.69 ,2, 178.00 , 3.00 ,0,0,producto,bajo,No
 0.34 , 0.65 ,2, 165.00 , 4.00 ,0,0,producto,bajo,No
 0.88 , 0.85 ,4, 231.00 , 3.00 ,0,0,producto,bajo,No
 0.66 , 0.61 ,3, 260.00 , 3.00 ,0,0,IT,bajo,No
 0.55 , 0.71 ,4, 181.00 , 2.00 ,1,0,laboratorio,bajo,No
 0.59 , 0.51 ,3, 243.00 , 2.00 ,0,0,laboratorio,bajo,No
 0.62 , 0.73 ,4, 191.00 , 3.00 ,0,0,laboratorio,alto,No
 0.78 , 0.93 ,3, 200.00 , 3.00 ,0,0,laboratorio,bajo,No
 0.73 , 0.75 ,5, 265.00 , 3.00 ,0,0,laboratorio,bajo,No
 0.71 , 0.94 ,4, 246.00 , 3.00 ,0,0,marketing,bajo,No
 0.97 , 0.86 ,3, 187.00 , 2.00 ,0,0,ventas,bajo,No
 0.21 , 0.74 ,5, 141.00 , 4.00 ,0,0,contabilidad,alto,No
 0.52 , 0.96 ,4, 246.00 , 3.00 ,0,0,soporte,bajo,No
 0.73 , 0.88 ,4, 236.00 , 3.00 ,1,0,tecnico,bajo,No
 0.74 , 0.83 ,3, 170.00 , 3.00 ,0,0,gerencia,bajo,No
 0.26 , 0.71 ,6, 189.00 , 2.00 ,0,0,marketing,alto,No
 0.52 , 0.78 ,4, 237.00 , 3.00 ,0,0,marketing,bajo,No
 0.69 , 0.54 ,4, 180.00 , 3.00 ,0,0,marketing,intermedio,No
 0.79 , 0.59 ,2, 157.00 , 6.00 ,0,0,ventas,alto,No
 0.93 , 0.62 ,4, 258.00 , 3.00 ,0,0,ventas,intermedio,No
 0.34 , 0.87 ,4, 283.00 , 2.00 ,0,0,ventas,alto,No
 0.77 , 0.52 ,4, 216.00 , 3.00 ,0,0,ventas,intermedio,No
 0.36 , 0.73 ,3, 187.00 , 3.00 ,0,0,ventas,intermedio,No
 0.93 , 0.58 ,3, 215.00 , 3.00 ,0,0,ventas,intermedio,No
 0.70 , 0.58 ,3, 211.00 , 3.00 ,0,0,ventas,intermedio,No
 0.51 , 0.49 ,4, 182.00 , 2.00 ,0,0,ventas,intermedio,No
 0.83 , 0.78 ,3, 165.00 , 3.00 ,1,0,ventas,intermedio,No
 0.89 , 0.89 ,4, 265.00 , 2.00 ,0,0,ventas,intermedio,No
 0.94 , 0.59 ,3, 137.00 , 2.00 ,0,0,ventas,intermedio,No
 0.80 , 0.55 ,4, 269.00 , 3.00 ,0,0,ventas,alto,No
 0.74 , 0.66 ,3, 177.00 , 2.00 ,0,0,ventas,bajo,No
 0.50 , 0.91 ,3, 240.00 , 2.00 ,0,0,ventas,intermedio,No
 0.54 , 0.84 ,4, 174.00 , 2.00 ,0,0,ventas,intermedio,No
 0.50 , 0.54 ,3, 134.00 , 3.00 ,0,0,ventas,intermedio,No
 0.17 , 0.91 ,2, 271.00 , 4.00 ,0,0,ventas,intermedio,No
 0.57 , 0.53 ,5, 216.00 , 2.00 ,1,0,ventas,intermedio,No
 0.80 , 0.51 ,4, 213.00 , 3.00 ,0,0,ventas,intermedio,No
 0.45 , 0.64 ,5, 133.00 , 4.00 ,0,0,contabilidad,intermedio,No
 0.87 , 0.50 ,4, 267.00 , 2.00 ,1,0,contabilidad,intermedio,No
 0.98 , 0.64 ,3, 263.00 , 4.00 ,0,0,contabilidad,intermedio,No
 0.55 , 0.80 ,4, 260.00 , 3.00 ,0,0,recursos_humanos,alto,No
 0.53 , 0.50 ,4, 185.00 , 3.00 ,0,0,recursos_humanos,bajo,No
 0.75 , 0.48 ,2, 284.00 , 6.00 ,0,0,recursos_humanos,bajo,No
 0.96 , 0.59 ,3, 229.00 , 3.00 ,0,0,recursos_humanos,bajo,No
 0.71 , 0.97 ,3, 189.00 , 3.00 ,1,0,tecnico,alto,No
 0.70 , 0.63 ,3, 209.00 , 3.00 ,0,0,tecnico,bajo,No
 0.33 , 0.94 ,4, 166.00 , 6.00 ,0,0,tecnico,bajo,No
 0.93 , 0.94 ,3, 183.00 , 2.00 ,0,0,tecnico,bajo,No
 0.64 , 0.65 ,3, 181.00 , 2.00 ,0,0,tecnico,alto,No
 0.27 , 0.45 ,3, 239.00 , 4.00 ,0,0,tecnico,bajo,No
 0.99 , 0.99 ,3, 158.00 , 2.00 ,0,0,tecnico,bajo,No
 0.81 , 0.62 ,3, 187.00 , 3.00 ,0,0,tecnico,bajo,No
 0.60 , 0.91 ,4, 236.00 , 3.00 ,0,0,tecnico,bajo,No
 0.32 , 0.40 ,6, 162.00 , 5.00 ,0,0,tecnico,bajo,No
 0.48 , 0.68 ,4, 163.00 , 2.00 ,1,0,tecnico,bajo,No
 0.87 , 0.51 ,4, 173.00 , 3.00 ,0,0,soporte,bajo,No
 0.91 , 0.79 ,5, 273.00 , 4.00 ,1,0,soporte,intermedio,No
 0.24 , 0.89 ,5, 142.00 , 4.00 ,0,0,soporte,intermedio,No
 0.66 , 0.56 ,4, 141.00 , 4.00 ,0,0,soporte,intermedio,No
 0.94 , 0.59 ,3, 234.00 , 2.00 ,0,0,soporte,intermedio,No
 0.93 , 0.97 ,5, 255.00 , 4.00 ,0,0,soporte,intermedio,No
 0.19 , 0.55 ,5, 148.00 , 4.00 ,0,0,soporte,intermedio,No
 0.88 , 0.45 ,5, 274.00 , 2.00 ,1,0,soporte,intermedio,No
 0.76 , 0.47 ,3, 223.00 , 2.00 ,0,0,soporte,intermedio,No
 0.67 , 0.64 ,5, 248.00 , 3.00 ,0,0,soporte,intermedio,No
 0.54 , 0.50 ,4, 146.00 , 2.00 ,0,0,soporte,intermedio,No
 0.53 , 0.95 ,2, 101.00 , 5.00 ,0,0,tecnico,intermedio,No
 0.67 , 0.92 ,4, 265.00 , 4.00 ,0,0,tecnico,intermedio,No
 0.50 , 0.38 ,5, 175.00 , 4.00 ,0,0,tecnico,alto,No
 0.49 , 0.76 ,4, 202.00 , 3.00 ,0,0,gerencia,bajo,No
 0.82 , 0.71 ,3, 160.00 , 3.00 ,0,0,IT,intermedio,No
 0.86 , 0.71 ,3, 235.00 , 3.00 ,0,0,IT,intermedio,No
 0.50 , 0.50 ,4, 267.00 , 3.00 ,0,0,IT,intermedio,No
 0.82 , 0.60 ,3, 261.00 , 2.00 ,1,0,IT,intermedio,No
 0.95 , 0.78 ,2, 148.00 , 2.00 ,0,0,IT,bajo,No
 0.64 , 0.87 ,3, 239.00 , 4.00 ,0,0,producto,bajo,No
 0.91 , 0.50 ,3, 178.00 , 2.00 ,0,0,producto,bajo,No
 0.79 , 0.75 ,2, 221.00 , 3.00 ,0,0,producto,bajo,No
 0.83 , 0.56 ,4, 269.00 , 3.00 ,0,0,producto,bajo,No
 0.66 , 0.60 ,3, 262.00 , 2.00 ,1,0,IT,bajo,No
 0.92 , 0.80 ,4, 263.00 , 4.00 ,0,0,laboratorio,bajo,No
 0.59 , 0.47 ,5, 191.00 , 3.00 ,0,0,laboratorio,bajo,No
 0.60 , 0.83 ,2, 189.00 , 2.00 ,0,0,laboratorio,bajo,No
 0.68 , 0.97 ,5, 207.00 , 4.00 ,1,0,laboratorio,bajo,No
 0.58 , 0.73 ,3, 265.00 , 6.00 ,0,0,laboratorio,bajo,No
 0.93 , 0.77 ,5, 224.00 , 2.00 ,0,0,marketing,bajo,No
 0.66 , 0.50 ,3, 229.00 , 3.00 ,0,0,marketing,bajo,No
 0.80 , 0.99 ,3, 158.00 , 3.00 ,0,0,ventas,bajo,No
 0.28 , 0.79 ,5, 202.00 , 5.00 ,0,0,contabilidad,bajo,No
 0.84 , 0.59 ,4, 216.00 , 2.00 ,0,0,soporte,bajo,No
 0.86 , 0.58 ,4, 220.00 , 5.00 ,0,0,tecnico,bajo,No
 0.46 , 0.45 ,2, 172.00 , 2.00 ,1,0,gerencia,bajo,No
 0.94 , 0.92 ,3, 187.00 , 2.00 ,0,0,marketing,bajo,No
 0.80 , 0.76 ,3, 270.00 , 2.00 ,1,0,marketing,bajo,No
