,fund_name,fund_category,category_return_2009,fund_return_2008,category_return_2008,fund_return_2007,category_return_2007,fund_return_2006,category_return_2006,fund_return_2005,category_return_2005,fund_return_2004,category_return_2004,fund_return_2003,category_return_2003,fund_return_2002,category_return_2002,fund_return_2001,category_return_2001,fund_return_2000,category_return_2000,fund_alpha_3years,fund_beta_3years,fund_mean_annual_return_3years,fund_r_squared_3years,fund_stdev_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years,fund_alpha_5years,fund_beta_5years,fund_mean_annual_return_5years,fund_r_squared_5years,fund_stdev_5years,fund_sharpe_ratio_5years,fund_treynor_ratio_5years,fund_alpha_10years,fund_beta_10years,fund_mean_annual_return_10years,fund_r_squared_10years,fund_stdev_10years,fund_sharpe_ratio_10years,fund_treynor_ratio_10years
636,"American High-Income Tr, Class ",Japan Stock,0.04876,0.0,-0.2455,0.0,-0.04813,0.0,0.08603,0.0,0.24454,0.0,0.14153,0.0,0.34181,0.0,-0.10397,0.0,-0.29902,0.0,-0.28569,-7.92,0.77,0.04,69.21,16.22,-0.05,-2.7,-4.24,0.77,0.41,65.34,13.89,0.27,3.81,-0.38,0.67,0.35,53.75,13.85,0.26,3.94
637,High Income Fund - I Class,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,American Funds High-Income Trus,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,High Income Fund - Investor Cla,Miscellaneous Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.44,1.5,0.81,88.7,28.09,0.3,3.01,-4.59,1.42,0.95,84.07,22.61,0.45,5.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,Invesco High Yield Fund Class R,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,1.25,1.12,84.64,23.98,0.51,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,American Beacon AHL Managed Fut,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.9,0.94,76.96,18.15,0.55,9.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,American Beacon AHL Managed Fut,Bank Loan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.05,0.31,0.08,5.38,0.46,51.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,American Beacon AHL Managed Fut,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.61,1.54,1.19,47.97,39.54,0.33,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,American Beacon AHL Managed Fut,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,1.12,1.14,86.09,21.43,0.57,9.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,American Beacon AHL Managed Fut,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,"American Fds, American High-Inc",unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.76,0.83,44.53,20.08,0.43,9.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,Alger Health Sciences Fund Clas,Corporate Bond,0.13673,0.0,-0.01529,0.0,0.0373,0.0,0.0396,0.0,0.01,0.0,0.05913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,1.6,0.63,52.12,7.6,0.84,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,Alger Health Sciences Fund Clas,Ultrashort Bond,0.0,0.0,0.01688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13,0.32,0.2,20.24,2.43,0.48,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,American Beacon AHL TargetRisk ,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.07,0.9,95.36,19.39,0.49,7.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,American Funds High-Income Trus,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.84,0.94,84.14,16.28,0.61,10.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,American Funds High-Income Trus,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.21,1.0,89.02,22.62,0.47,7.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,American Beacon AHL TargetRisk ,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.99,1.09,0.41,92.58,20.11,0.18,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,American Beacon AHL TargetRisk ,Large Growth,0.41318,0.0,-0.41574,0.0,0.09633,0.0,0.0998,0.0,0.02725,0.0,0.0698,0.0,0.30929,0.0,-0.27831,0.0,-0.19168,0.0,-0.3694,2.74,2.15,3.5,93.8,41.13,0.99,17.74,3.92,2.14,3.33,92.86,33.28,1.16,18.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,unlisted,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.23,1.23,0.83,89.78,22.96,0.38,5.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,American Beacon AHL TargetRisk ,Intermediate Government,-0.006,0.0,0.12157,0.0,0.0,0.0,0.0,0.0,0.02266,0.0,0.04436,0.0,0.02047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,Invesco High Yield Fund Class C,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.55,0.95,0.68,67.92,20.46,0.34,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,American Century High-Yield Fun,High Yield Bond,0.41327,0.0,-0.29406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07427,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.62,0.69,5.47,9.01,0.79,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,American Century High-Yield Fun,World Bond,0.12523,0.0,0.04216,0.0,0.15297,0.0,0.05029,0.0,0.08796,0.0,0.1651,0.0,0.29799,0.0,0.11079,0.0,-0.00597,0.0,0.0,-1.29,0.71,0.23,27.68,4.65,0.34,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,Aberdeen Short Duration High Yi,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.97,1.04,50.43,24.05,0.46,8.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,American Century High-Yield Fun,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.12,1.36,0.94,83.52,26.41,0.38,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,American Century High Yield Fd ,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.78,0.66,63.61,17.32,0.38,6.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,Inflation-Adjusted Bond Fund - ,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48,0.75,0.62,73.9,15.4,0.4,6.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,Aberdeen Global Infrastructure ,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,1.2,1.12,77.55,24.1,0.5,8.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,Aberdeen Realty Income and Grow,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,American Century Inflation-Adju,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.88,1.41,94.45,16.79,0.93,17.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,American Century Inflation-Adju,Industrials,0.29262,0.0,-0.32136,0.0,0.153,0.0,0.13528,0.0,0.05828,0.0,0.20569,0.0,0.32411,0.0,-0.24845,0.0,-0.10337,0.0,0.06938,-14.02,1.17,0.31,84.8,22.88,0.11,-0.15,-9.78,1.16,0.6,82.13,18.65,0.32,3.82,-6.79,1.17,0.45,80.16,18.4,0.26,2.67
667,American Century Inflation-Adju,Muni National Long,0.14305,0.0,-0.04427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,1.24,0.52,94.52,5.14,0.98,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,American Century Inflation Adju,Muni National Interm,0.10729,0.0,-0.00983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,1.14,0.48,93.19,4.7,0.97,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,American Century Inflation-Adju,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3,1.32,0.81,66.92,28.68,0.29,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,American Funds Int Bond Fd of A,Latin America Stock,0.9248,0.0,-0.46513,0.0,0.45863,0.0,0.43048,0.0,0.51357,0.0,0.40493,0.0,0.70462,0.0,-0.23262,0.0,-0.03014,0.0,-0.22771,-2.59,1.49,1.04,63.87,32.93,0.34,3.65,-4.3,1.48,1.03,57.22,28.7,0.39,4.73,-5.44,1.39,0.27,58.87,27.3,0.1,-0.91
671,American Century International ,Ultrashort Bond,0.0,0.0,0.01688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,0.18,0.15,6.14,2.43,0.26,3.47,0.49,0.11,0.15,3.77,1.88,0.38,6.17,0.61,0.05,0.11,1.08,1.47,0.52,14.75
672,International Bond Fund - G Cla,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.18,0.93,1.09,92.04,17.46,0.68,11.84,-3.45,0.93,0.86,90.11,14.19,0.64,9.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,American Century International ,Diversified Emerging Mkts,0.70114,0.0,-0.492,0.0,0.40484,0.0,0.29363,0.0,0.33696,0.0,0.28617,0.0,0.50479,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,0.89,0.59,87.87,16.75,0.34,5.1,-3.01,0.91,0.64,85.28,14.44,0.45,6.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,Cavanal Hill Active Core Fd Ins,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.88,1.16,97.88,16.04,0.79,13.86,-0.6,0.89,1.05,96.96,13.1,0.88,12.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,Cavanal Hill Bond Fund Insti Sh,Foreign Large Blend,0.38882,0.0,-0.44749,0.0,0.29141,0.0,0.19521,0.0,0.19425,0.0,0.19488,0.0,0.44137,0.0,-0.14519,0.0,-0.19887,0.0,0.03012,1.96,0.68,0.79,82.65,13.09,0.63,11.48,1.31,0.63,0.76,74.12,10.74,0.74,12.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,American Century International ,Large Blend,0.32264,0.0,-0.38047,0.0,0.04402,0.0,0.15549,0.0,0.04685,0.0,0.12554,0.0,0.29092,0.0,-0.17842,0.0,-0.05751,0.0,-0.05243,-0.89,0.9,1.36,96.78,17.04,0.88,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,American Century International ,Mid-Cap Blend,0.41986,0.0,-0.3965,0.0,0.05944,0.0,0.12485,0.0,0.11817,0.0,0.19735,0.0,0.38457,0.0,-0.16149,0.0,-0.00152,0.0,0.17077,-1.46,1.03,1.5,94.18,19.63,0.85,15.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,"Sanford C. Bernstein Fund, Inc.",Small Blend,0.32673,0.0,-0.40663,0.0,-0.04847,0.0,0.16837,0.0,0.06375,0.0,0.20303,0.0,0.42767,0.0,-0.17621,0.0,0.04157,0.0,0.0,-7.76,1.11,1.1,85.7,22.26,0.54,8.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,American Funds Investment Co of,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,American Funds Investment Co of,Ultrashort Bond,0.0,0.0,0.01688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,0.17,0.15,5.97,2.33,0.27,3.61,0.55,0.11,0.16,3.66,1.8,0.42,6.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,Disciplined Core Value Fund - R,Bank Loan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.12,0.34,0.44,6.24,0.45,22.18,2.53,0.1,0.32,0.38,4.92,0.55,27.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,Disciplined Core Value Fund - R,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,1.37,1.49,75.36,27.97,0.59,9.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,"Sanford C. Bernstein Fund, Inc.",unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,"Sanford C. Bernstein Fund, Inc.",unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,American Century International ,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.34,0.66,1.37,73.84,13.68,1.11,23.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,American Century International ,Short-Term Bond,0.05046,0.0,0.02696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.53,0.34,39.09,2.92,0.99,5.45,0.45,0.51,0.21,45.44,2.42,0.59,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,"Sanford C. Bernstein Fund, Inc.",Ultrashort Bond,0.0,0.0,0.01688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.3,0.2,5.9,4.21,0.29,3.8,0.98,0.19,0.21,3.42,3.26,0.41,6.94,0.9,0.07,0.14,0.72,2.61,0.43,14.72
688,"Sanford C. Bernstein Fund, Inc.",unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81,0.93,1.86,63.2,20.65,1.01,22.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,American Beacon International E,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,Invesco International Growth Fu,Large Value,0.25157,0.0,-0.35846,0.0,0.01809,0.0,0.20182,0.0,0.05311,0.0,0.14458,0.0,0.30804,0.0,-0.17206,0.0,-0.0626,0.0,0.06973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,"The Alger Fds II, Alger Emergin",Allocation--30% to 50% Equity,0.08868,0.0,-0.0199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,Strategic Enhanced Yield Fund I,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,Invesco International Growth Fu,Large Growth,0.41318,0.0,-0.41574,0.0,0.09633,0.0,0.0998,0.0,0.02725,0.0,0.0698,0.0,0.30929,0.0,-0.27831,0.0,-0.19168,0.0,-0.3694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,Invesco International Growth Fu,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,Cavanal Hill Moderate Duration ,Natural Resources,0.60487,0.0,-0.46215,0.0,0.32767,0.0,0.14892,0.0,0.35228,0.0,0.31397,0.0,0.33469,0.0,-0.07207,0.0,-0.15082,0.0,0.24303,-2.68,1.19,1.27,85.54,23.14,0.6,10.22,-2.04,1.17,1.26,80.76,18.92,0.73,11.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,Aberdeen Global Infrastructure ,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,Alger International Focus Fund ,Muni National Interm,0.10729,0.0,-0.00983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.81,1.27,0.44,95.06,5.21,0.78,3.19,0.08,1.17,0.31,94.15,4.74,0.55,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,Alger Portfolios - Alger Income,Managed Futures,-0.10455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9,0.12,0.08,12.52,6.03,-0.03,-3.19,-2.02,0.14,0.08,12.36,5.55,-0.03,-2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,AllianzGI Income Class and Grow,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,1.71,0.59,76.6,7.8,0.74,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,Aberdeen Realty Income and Grow,Large Blend,0.32264,0.0,-0.38047,0.0,0.04402,0.0,0.15549,0.0,0.04685,0.0,0.12554,0.0,0.29092,0.0,-0.17842,0.0,-0.05751,0.0,-0.05243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,Horizon Active Income Fund - Ad,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,Invesco International Growth Fu,Financial,0.14085,0.0,-0.46041,0.0,-0.10039,0.0,0.18103,0.0,0.09921,0.0,0.16029,0.0,0.3786,0.0,-0.11756,0.0,-0.07505,0.0,0.25498,-3.71,1.27,1.28,82.8,25.13,0.56,9.15,-0.44,1.22,1.45,70.91,21.15,0.77,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,Timber Point Alternative Income,Small Blend,0.32673,0.0,-0.40663,0.0,-0.04847,0.0,0.16837,0.0,0.06375,0.0,0.20303,0.0,0.42767,0.0,-0.17621,0.0,0.04157,0.0,0.0,-9.35,1.34,1.3,84.61,27.01,0.53,8.45,-6.18,1.3,1.35,80.08,21.84,0.69,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,AllianzGI International Small-C,Large Value,0.25157,0.0,-0.35846,0.0,0.01809,0.0,0.20182,0.0,0.05311,0.0,0.14458,0.0,0.30804,0.0,-0.17206,0.0,-0.0626,0.0,0.06973,-3.52,1.1,1.44,93.32,21.14,0.75,13.47,-3.39,1.09,1.3,92.37,17.04,0.85,12.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,Invesco International Growth Fu,Foreign Small/Mid Value,0.40172,0.0,-0.45822,0.0,0.12904,0.0,0.13599,0.0,0.24396,0.0,0.31164,0.0,0.5629,0.0,-0.10617,0.0,0.0,0.0,0.0,-3.18,1.13,0.71,95.12,20.4,0.36,4.84,-1.35,1.1,0.95,94.11,16.59,0.61,8.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,American Beacon International E,Diversified Emerging Mkts,0.70114,0.0,-0.492,0.0,0.40484,0.0,0.29363,0.0,0.33696,0.0,0.28617,0.0,0.50479,0.0,0.0,0.0,0.0,0.0,0.0,-1.12,1.09,0.86,89.18,20.39,0.44,6.66,-0.1,1.1,1.05,83.99,17.59,0.65,9.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,unlisted,Foreign Large Value,0.42878,0.0,-0.44817,0.0,0.20511,0.0,0.22367,0.0,0.27837,0.0,0.22446,0.0,0.53344,0.0,-0.13197,0.0,-0.1785,0.0,0.07676,-2.6,1.13,0.76,94.4,20.48,0.38,5.4,-1.51,1.1,0.93,93.53,16.62,0.6,8.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
